product_id,product_name,product_detail,company,sector,weight_kg,carbon_footprint,country,year
3928-1-2014,Finished cold rolled coil,[same as product_name],Tata Steel Europe,Construction & commercial materials,1.0,1.1,United Kingdom,2014
3928-2-2014,Hot Dip Galvanised Coil,[same as product_name],Tata Steel Europe,Construction & commercial materials,1.0,1.2,United Kingdom,2014
3928-3-2014,Hot rolled coil,[same as product_name],Tata Steel Europe,Construction & commercial materials,1.0,1.05,United Kingdom,2014
394-10-2017,HON-DASHI(R),Manufacture of basic dried bonito flake ingredients (seasoning),Ajinomoto Co.Inc.,Food & Beverage,0.12,1.69,Japan,2017
394-11-2017,Knorr(R) Cup Soup Tsubu Tappuri Corn Cream,Freeze-dried soup,Ajinomoto Co.Inc.,Food & Beverage,0.0465,0.33,Japan,2017
394-1-2017,L-Lysine Monohydrochloride(For Feed),Feed-use amino acid Nutritional reinforcement goods for stockbreeding feed. Essential amino-acid.,Ajinomoto Co.Inc.,Food & Beverage,25.0,130.0,Japan,2017
394-12-2017,L-Arginine,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,20.0,301.0,Japan,2017
394-13-2017,Lemon and Basil Fried Chicken,Frozen foods,Ajinomoto Co.Inc.,Food & Beverage,0.126,0.74,Japan,2017
394-14-2017,L-Glutamine,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,25.0,319.0,Japan,2017
394-15-2017,L-Isoleucine,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,20.0,433.0,Japan,2017
394-16-2017,L-leucine,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,20.0,585.0,Japan,2017
394-17-2017,L-Valine,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,20.0,393.0,Japan,2017
394-18-2017,Masako Ayam,Indonesian dried seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.011,0.03,Japan,2017
394-19-2017,Mentsuyu,Liquid seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.4,1.01,Japan,2017
394-20-2017,Monosodium L-Glutamate,Amino acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,20.0,58.0,Japan,2017
394-21-2017,Nabe Cube(R) Toridashi Umashio,Cubed seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.058,0.5,Japan,2017
394-2-2017,AGF Blendy Stick Cafe au Lait,Coffee mixes,Ajinomoto Co.Inc.,Food & Beverage,0.12,0.58,Japan,2017
394-22-2017,Rosdee Pork,Thai dried seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.075,0.24,Japan,2017
394-3-2017,Aji-ngon Pork,Vietnamese dried seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.4,1.07,Japan,2017
394-4-2017,Ajinomoto KK Consomme(Granules),Granules tiped Consomme seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.085,0.58,Japan,2017
394-5-2017,Ajinomoto KK Shirogayu 250g,Retort-pouched rice foods,Ajinomoto Co.Inc.,Food & Beverage,0.25,0.2,Japan,2017
394-6-2017,Aspartame,Sweetner made from amino acids,Ajinomoto Co.Inc.,Food & Beverage,25.0,780.0,Japan,2017
394-7-2017,Cook Do(R) Hoikoro,Chinese taste liquid-based seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.09,0.27,Japan,2017
394-8-2017,Cook Do(R) kyo-no Ozara Butabara Daikon,Japanese taste liquid-based seasoning,Ajinomoto Co.Inc.,Food & Beverage,0.1,0.23,Japan,2017
394-9-2017,Di-sodium 5'-Inosinate,Kind of nucleic acid for food additives,Ajinomoto Co.Inc.,Food & Beverage,12.0,155.0,Japan,2017
40638-1-2016,Diced tomato,Diced tomato is produced from fresh tomato specially selected for this product in the fields and by color sorting and selection by labour.Tomato is cut in dices and blended with a juice to get the requested brix,Agraz,Food & Beverage,220.0,155.71,Spain,2016
40638-2-2016,Tomato fibre,[no detail provided],Agraz,Food & Beverage,25.0,12.52,Spain,2016
40638-3-2016,Tomato paste,"Tomato paste is produced from fresh tomato unloaded, crushed,passing through pulper finisher to remove skins and sedes, evaporated using vacuum and temperatura sterilized and packed in asseptic bags",Agraz,Food & Beverage,238.0,155.78,Spain,2016
40638-4-2016,Tomato powder,Tomato powder is produced in crop time from fresh tomato after having the skin and seeds removed after going through the pulper finisher.After crop time it is produced from tomato paste concentarted and pasteurized.Drying operation is done by a spray dryer,Agraz,Food & Beverage,25.0,16.22,Spain,2016
40661-1-2015,Peppermint tea infusion,Peppermint Infusion per Cup = 2gram,Martin Bauer GmbH,Food & Beverage,0.002,0.02041,Germany,2015
40920-1-2015,PET preforms,PET Preforms,Mpact Limited,Packaging for consumer goods,1000.0,871.0,South Africa,2015
41515-1-2015,Cable,Coaxial Cable and Cable assembly  LMR-195-LLPL,Times Microwave Systems,Comm. equipm. & capital goods,0.03,0.023,USA,2015
41697-1-2016,Float Table Top & Base,"Float is a revolutionary standing office desk that brings effortless operation to traditional sit-stand products. Ease of use is at the heart of Float, as it seamlessly adjusts between sitting and standing postures without interrupting workflow.  The Float Table achieved Living Product Challenge certification in 2016.",Humanscale Corporation,"Home durables, textiles, & equipment",59.02,39.5,USA,2016
41697-2-2016,Smart Chair,"The Diffrient Smart chair is an intelligent mesh task chair with a striking linear aesthetic that complements any environment. Engineered to provide automatic lumbar support for every user, as well as simplicity and ease of use, Diffrient Smart offers comfort, style and flexibility. The Smart Chair achieved Living Product Challenge certification in 2016.",Humanscale Corporation,"Home durables, textiles, & equipment",16.78,34.0,USA,2016
4226-1-2017,Residential Air Conditioner,The air-conditioner for residence,"Daikin Industries, Ltd.",Comm. equipm. & capital goods,17.46331,4218.0,Japan,2017
4226-2-2017,Commercial Air Conditioner,The air-conditioner for office building.,"Daikin Industries, Ltd.",Comm. equipm. & capital goods,149.685,51066.0,Japan,2017
4226-3-2017,Light commercial Air Conditioner,The air-conditioner for store building,"Daikin Industries, Ltd.",Comm. equipm. & capital goods,128.367,39653.0,Japan,2017
4235-15-2016,Mercedes-Benz A-Class (A 180 BlueEFFICIENCY),Passenger Car,Daimler AG,Automobiles & components,1200.0,32000.0,Germany,2016
4235-16-2016,Mercedes-Benz B-Class (B 180 BlueEFFICIENCY),Passenger Car,Daimler AG,Automobiles & components,1200.0,34000.0,Germany,2016
4235-17-2016,Mercedes-Benz B-Class Electric Drive (B 250 e),"Passengercar, B 250 e, electricity from hydro power",Daimler AG,Automobiles & components,1650.0,12000.0,Germany,2016
4235-18-2016,Mercedes-Benz C-Class (C 180),Passenger Car,Daimler AG,Automobiles & components,1400.0,36000.0,Germany,2016
4235-19-2016,Mercedes-Benz C-Class (C 250),Passenger Car,Daimler AG,Automobiles & components,1800.0,39000.0,Germany,2016
4235-20-2016,Mercedes-Benz C-Class Plug-In Hybrid (C 350 e),"Passengercar, C 350 e, electricity from hydro power",Daimler AG,Automobiles & components,1925.0,24000.0,Germany,2016
4235-21-2016,Mercedes-Benz CLA (CLA 180),Passenger Car,Daimler AG,Automobiles & components,1200.0,31000.0,Germany,2016
4235-22-2016,Mercedes-Benz CLS (350 BlueEFFICIENCY),Passenger Car,Daimler AG,Automobiles & components,2220.0,60000.0,Germany,2016
4235-23-2016,Mercedes-Benz E-Class (E 200),Passenger Car,Daimler AG,Automobiles & components,1500.0,50000.0,Germany,2016
4235-24-2016,Mercedes-Benz E-Class (E 220 d (Estate)),Passenger Car,Daimler AG,Automobiles & components,2320.0,41000.0,Germany,2016
4235-25-2016,Mercedes-Benz E-Class (E 220 d),Passenger Car,Daimler AG,Automobiles & components,2100.0,38000.0,Germany,2016
4235-26-2016,Mercedes-Benz E-Class Plug-In Hybrid (E 350 e),"Passengercar, E 350 e, electricity from hydro power",Daimler AG,Automobiles & components,1925.0,26000.0,Germany,2016
4235-27-2016,Mercedes-Benz GLA (GLA 200),Passenger Car,Daimler AG,Automobiles & components,1400.0,33000.0,Germany,2016
4235-28-2016,Mercedes-Benz GLC (220 d 4MATIC),Passenger Car,Daimler AG,Automobiles & components,2500.0,39000.0,Germany,2016
4235-29-2016,Mercedes-Benz GLC Plug-In Hybrid (GLC 350 e 4MATIC),"Passengercar, GLC 350 e 4MATIC, electricity from hydro power",Daimler AG,Automobiles & components,2000.0,27000.0,Germany,2016
4235-30-2016,Mercedes-Benz GLE (GLE 500 4MATIC),Passenger Car,Daimler AG,Automobiles & components,3500.0,91000.0,Germany,2016
4235-31-2016,Mercedes-Benz GLE Plug-In Hybrid - GLE 500 e 4MATIC,"Passengercar, GLE 500 e 4MATIC, electricity from hydro power",Daimler AG,Automobiles & components,3500.0,39000.0,Germany,2016
4235-32-2016,Mercedes-Benz S-Class (S 500),Passenger Car,Daimler AG,Automobiles & components,2050.0,85000.0,Germany,2016
4235-33-2016,Mercedes-Benz S-Class Hybrid (S 300 BlueTEC HYBRID),Passenger Car,Daimler AG,Automobiles & components,2715.0,51000.0,Germany,2016
4235-34-2016,Mercedes-Benz S-Class Hybrid (S 400 h),Passenger Car,Daimler AG,Automobiles & components,2595.0,66000.0,Germany,2016
4235-35-2016,Mercedes-Benz S-Class Plug-In Hybrid (S 500 e),"Passengercar, S 500 e, electricity from hydro power",Daimler AG,Automobiles & components,2585.0,38000.0,Germany,2016
4235-36-2016,Mercedes-Benz SL (SL 350),[no detail provided],Daimler AG,Automobiles & components,2065.0,72000.0,Germany,2016
4235-37-2016,Mercedes-Benz SLC (SLK 200 BlueEFFICIENCY),[no detail provided],Daimler AG,Automobiles & components,2015.0,45000.0,Germany,2016
4311-4-2015,BONAFONT NATURAL 6000 ML X2 FILM 84 (6L RPET Bottle)_54742,Plain water bottle of a 6 liters capacity produced and sold in Mexico. The bottle is made of 100% rPET. top SKU of Bonafont volumes sold to Walmart. represent 9% of the volumes.,Danone,Food & Beverage,1.0,0.145,France,2015
4311-5-2015,DANONE MPCK STRAWBERRY 1960G (8X245G)_87121,ABA Strawberry drink yoghourt produced and sold in Mexico. A consumer unit contains 245g. This SKU contains 8 pack; top SKU of Danone Mexico volumes sold to Walmart. represent 7% of the volumes.,Danone,Food & Beverage,1.0,2.279,France,2015
4311-6-2015,SILHOUETTE ST/PE/RA/BL 100GX16_14967,Silhouette stirred yoghouort produced and sold in Canada. A consumer unit contains 100g. This SKU contains 16 pots. top SKU of Danone canada volumes sold to Walmart. represent 4% of the volumes.,Danone,Food & Beverage,1.0,1.26,France,2015
4311-7-2015,Activia STR/PCH/BLU 24X4OZ CLUB_67740,"Activia Strawberry/ Peach /Blueberry stirred yoghourt produced and sold in the US. A consumer unit contains 113,4g.This reference is sold by 24. top SKU of Danone US volumes sold to Walmart. represent 3% of the volumes.",Danone,Food & Beverage,1.0,2.253,France,2015
432-1-2016,Argon,Argon gas (cylinders),Air Liquide,Chemicals,1.78571428571429,0.567,France,2016
432-3-2016,Nitrogen,Nitrogen gas(cylinders),Air Liquide,Chemicals,1.25,0.501,France,2016
4332-1-2015,Keyboard,NB Keyboard,Darfon Electronics Corp,"Computer, IT & telecom",0.158,0.89,Taiwan,2015
4416-1-2016,DC fan,"1.DC fan used as a cooling component in computers, servers or similar equipment 2.B2B product.",Delta Electronics,"Computer, IT & telecom",0.26,1.86,Taiwan,2016
4416-2-2016,External power supply/ portable adaptor,1.External power supply/portable adaptor   2.Including its packaging materials (i.e. PE bag and carton)  3.B2B product.,Delta Electronics,"Computer, IT & telecom",0.363,7.9,Taiwan,2016
4416-3-2016,PV Inverter,1.An inverter to transfer AC power to DC power   2.B2B product,Delta Electronics,"Computer, IT & telecom",81.918782,686.42,Taiwan,2016
4416-4-2016,TPS (Telecom Power System),1.External power supply power.2.B2B product.3.Delta had finished the inventory of product carbon footprint for TPS. 4.TPS product was assured by TUV.,Delta Electronics,"Computer, IT & telecom",4.1,69.437,Taiwan,2016
4433-10-2015,Latitude E6440,Commerical Laptop,Dell Inc.,"Computer, IT & telecom",2.12,348.0,USA,2015
4433-11-2015,Latitude E6540,Commercial Laptop,Dell Inc.,"Computer, IT & telecom",2.56,408.0,USA,2015
4433-12-2015,Latitude E7240,Commerical Laptop,Dell Inc.,"Computer, IT & telecom",1.36,310.0,USA,2015
4433-13-2015,Latitude E7440,Commerical Laptop,Dell Inc.,"Computer, IT & telecom",1.63,276.0,USA,2015
4433-14-2015,OptiPlex 3030 all-in-one,Commerical Desktop,Dell Inc.,"Computer, IT & telecom",7.03,480.0,USA,2015
4433-3-2015,PowerEdge R710,Server,Dell Inc.,"Computer, IT & telecom",26.1,6360.0,USA,2015
4433-4-2015,OptiPlex 3010 Minitower (MT),Commercial Desktop,Dell Inc.,"Computer, IT & telecom",5.7,624.0,USA,2015
4433-5-2015,OptiPlex 9010 Small Form Factor (SFF),Commercial Desktop,Dell Inc.,"Computer, IT & telecom",6.0,667.0,USA,2015
4433-6-2015,Latitude E3440,Commercial Laptop,Dell Inc.,"Computer, IT & telecom",2.0,314.0,USA,2015
4433-7-2015,Latitude E3540,Commercial Laptop,Dell Inc.,"Computer, IT & telecom",2.22,309.0,USA,2015
4433-8-2015,Latitude E5440,Commerical Laptop,Dell Inc.,"Computer, IT & telecom",2.0,292.0,USA,2015
4433-9-2015,Latitude E5540,Commerical Laptop,Dell Inc.,"Computer, IT & telecom",2.3,311.0,USA,2015
462-10-2016,Average of all products sold to Braskem,Products sold to Braskem,Akzo Nobel,Chemicals,1000.0,6240.0,Netherlands,2016
462-14-2016,Aggregated global sales for Dell Inc,The information has been calculated with an average of all products sold to Dell Inc. Our main product groups are being updated at the moment and we will be able to provide more accurate information in the near future.,Akzo Nobel,Chemicals,1000.0,1320.0,Netherlands,2016
462-15-2016,Aggregated sales to Symrise,"Sodium Salt, different products",Akzo Nobel,Chemicals,1000.0,141.0,Netherlands,2016
462-16-2016,Caustic products delivered to ICL,Caustic solution,Akzo Nobel,Chemicals,1000.0,440.0,Netherlands,2016
462-17-2016,Chelates and Micronutrients sold to ICL,chelates and Micronutrients,Akzo Nobel,Chemicals,1.0,2.85,Netherlands,2016
462-18-2016,Chlormethane products delivered to ICL,Chloromethanes,Akzo Nobel,Chemicals,1000.0,1800.0,Netherlands,2016
462-4-2016,Aggregated Global Sales for Unilever,Polyacrylates and other products,Akzo Nobel,Chemicals,1.0,2.54,Netherlands,2016
462-5-2016,Aggregated Global Sales for L'Oreal,Polyacrylates and other products,Akzo Nobel,Chemicals,1.0,2.69,Netherlands,2016
462-6-2016,Aggregated Global Sales for Johnson & Johnson,Polyacrylates and other products,Akzo Nobel,Chemicals,1.0,3.56,Netherlands,2016
46693-1-2016,Extra Neutral Potable Ethanol 96.4%,Potable Grade Ethanol,NCP ALCOHOLS,Food & Beverage,1041.66666666667,1280.0,South Africa,2016
46702-2-2016,Malted Barley,"Provision of bulk malt for brewing, distilling or food use",MUNTONS PLC,Food & Beverage,1000.0,561.0,United Kingdom,2016
46702-3-2016,Malt extract,"Provision of liquid malt extract for brewing, distilling or food use",MUNTONS PLC,Food & Beverage,1000.0,947.0,United Kingdom,2016
46702-4-2016,Malt flour in sack,"Provision of liquid malt extract for brewing, distilling or food use",MUNTONS PLC,Food & Beverage,1000.0,599.0,United Kingdom,2016
46702-5-2016,Unmalted barley at harvest,Farm grown malting barley,MUNTONS PLC,Food & Beverage,1000.0,240.0,United Kingdom,2016
46807-1-2016,H10311 - La vie est belle,Glass bottle for perfumery,BORMIOLI LUIGI,Packaging for consumer goods,0.354,0.944,Italy,2016
46807-2-2016,H4953 - Armani IO 100 ml,Glass bottle for perfumery,BORMIOLI LUIGI,Packaging for consumer goods,0.195,0.531,Italy,2016
47200-1-2015,H000 (Set-top Box),[Initial model’s Life cycle assessment result] -Material acquisition and pre-processing Stage: 7.622 kgCO2eq/EA (9.85%) -Production Stage: 1.310 kgCO2eq/EA (1.69%) -Distribution and storage Stage: 0.164 kgCO2eq/EA (0.21%) -Use Stage: 68.133 kgCO2eq/EA (88.06%) -End of Life Stage: 0.141 kgCO2eq/EA (0.18%) -Total: 7.622 kgCO2eq/EA (100%) -Weight: 1988.04g  [Derivative model’s Life cycle assessment result] -Material acquisition and pre-processing Stage: 4.633 kgCO2eq/EA (11.70%) -Production Stage: 0.635 kgCO2eq/EA (1.60%) -Distribution and storage Stage: 0.105 kgCO2eq/EA (0.26%) -Use Stage: 34.114 kgCO2eq/EA (86.16%) -End of Life Stage: 0.108 kgCO2eq/EA (0.27%) -Total: 39.594 kgCO2eq/EA (100%) -Weight: 1270.84,HUMAX ELECTRONICS CO LTD,"Computer, IT & telecom",1.98804,79.188,South Korea,2015
47410-1-2014,Tire,[same as product_name],Maxxis International,Automobiles & components,12.7,105.924,Taiwan,2014
47498-1-2013,Corrugated box average Corrugated box Sab miller,[no detail provided],CartOne S.r.l.,Packaging for consumer goods,1.0,1.16,Italy,2013
47502-1-2014,Crown caps,"0,18 mm metal crown caps",Fabrica de Tapas Bavaria,Food & Beverage,0.00235,0.00043,Colombia,2014
48227-1-2013,Sodium sulbactam 3,[no detail provided],SHENYANG DONGRUI,Chemicals,1.0,70.0,China,2013
48227-2-2013,cyanodiester,[no detail provided],SHENYANG DONGRUI,Chemicals,1.0,6.0,China,2013
48354-1-2014,480ml Bottle,480ml Bottle for contact lenses solutions,"YONYU Plastics (Shanghai) Co.,Ltd",Packaging for consumer goods,0.048,0.07,USA,2014
48354-2-2014,18mm Cap,18mm Cap for contact lenses solutions' bottle,"YONYU Plastics (Shanghai) Co.,Ltd",Packaging for consumer goods,0.0434,0.01,USA,2014
48440-1-2016,Fajar Board,1 side Coated Duplex Board - Grey Back,PT Fajar Surya Wisesa Tbk,Packaging for consumer goods,1000.0,721.0,Indonesia,2016
48775-1-2013,Stevia Sweeteners,[no detail provided],PURECIRCLE USA,Food & Beverage,1.0,65.71,Malaysia,2013
48775-2-2013,Stevia Sweetener,[no detail provided],PURECIRCLE USA,Food & Beverage,1.0,47.51,Malaysia,2013
48775-3-2013,Natural Flavors,[no detail provided],PURECIRCLE USA,Food & Beverage,1.0,45.81,Malaysia,2013
48775-4-2013,Stevia Sweeteners,[no detail provided],PURECIRCLE USA,Food & Beverage,1.0,74.64,Malaysia,2013
50932-1-2015,Tobacco,Tobacco [incl. cradle to gate (green tobacco) and subsequent processing],MI (Michaelleides),Food & Beverage,1.0,0.7,Greece,2015
511-2-2016,Semi-finished aluminum sheet (hot rolled products),Coils of hot rolled aluminum sheet delivered to customers,Alcoa Corp.,Construction & commercial materials,1000.0,410.0,USA,2016
511-3-2016,Semi-finished aluminum sheet (cold rolled products),Coils of cold rolled aluminum sheet delivered to customers,Alcoa Corp.,Construction & commercial materials,1000.0,410.0,USA,2016
511-4-2016,Alumina,Alumina produced for customers,Alcoa Corp.,Construction & commercial materials,1000.0,2219.0,USA,2016
511-5-2016,Primary aluminum ingot,Aluminum ingots delivered to customers,Alcoa Corp.,Construction & commercial materials,1000.0,6512.0,USA,2016
511-7-2016,Cast aluminum products,Cast aluminum products to customers,Alcoa Corp.,Construction & commercial materials,1000.0,720.0,USA,2016
51489-1-2014,kettle,glass kettle,DRAGON WILL ENTERPRISE,"Home durables, textiles, & equipment",1.3,50.0,China,2014
52397-1-2016,aluminium wheel,[same as product_name],ZHEJIANG WANFENG AUTO WHEEL CO LTD,Comm. equipm. & capital goods,1.0,2.923,China,2016
5344-1-2015,Vaccum Cleaners,Canisters & Uprights,Electrolux,"Home durables, textiles, & equipment",6.4,409.0,Sweden,2015
5414-1-2013,Notebook (Classmate PC) E11IS,"Notebook (Classmate PC) E11IS is manufactured & designed by ECS's factory located in eastern China, its GHG emission inventoried in 2012 by methodology of PAS 2050:2011 and verified by SGS ready.","Elitegroup computer systems co., Ltd.","Computer, IT & telecom",1.3,213.17,Taiwan,2013
5414-3-2013,"30L desktop model vBeijing2_I for design stage plus manufacturing stage, made by ECS's factory loacted in southern China (GHG emission inventoried in 2012 by methodology of ISO 14064-1 and allocation basis by weight)",[same as product_name],"Elitegroup computer systems co., Ltd.","Computer, IT & telecom",9.26,1.672,Taiwan,2013
61026-1-2016,Beedwire 0.96,bronze coated steel wire,WOLF,Automobiles & components,450.0,502.0,Germany,2016
61026-2-2016,Beedwire 1.27,bronze coated steel wire,WOLF,Automobiles & components,450.0,446.0,Germany,2016
6860-10-2017,S3840cdn,Color Smart Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",26.0,2300.0,Japan,2017
6860-11-2017,S3845cdn,Color Smart Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",33.0,2400.0,Japan,2017
6860-3-2017,C2660dn,Color Laser Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",25.600753,1400.0,Japan,2017
6860-5-2017,H625cdw,Color Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",31.7,1200.0,Japan,2017
6860-6-2017,H815dw,Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",19.0,2300.0,Japan,2017
6860-7-2017,H825cdw,Color Cloud Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",31.7,1300.0,Japan,2017
6860-8-2017,S2815dn,Smart Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",19.0,2300.0,Japan,2017
6860-9-2017,S2825cdn,Color Smart Multifunction Printer,"Fuji Xerox Co., Ltd.","Computer, IT & telecom",31.7,1300.0,Japan,2017
6874-3-2017,Server,"Blade server ""PRIMERGY BX2560 M2"" developed in FY2016.",Fujitsu Ltd.,"Computer, IT & telecom",7.0,690.0,Japan,2017
7164-1-2016,Average GM Vehicle,Average of all GM vehicles produced and used in the 10 year life-cycle or GM's total carbon footprint.,General Motors Company,Automobiles & components,1820.086,36386.0,USA,2016
7283-1-2013,Cast iron pipes and fittings,[no detail provided],Georg Fischer,Comm. equipm. & capital goods,1.0,2.42,Switzerland,2013
73475-1-2016,Coal,"Please note that this factor is representative of our total coal production profile, and is not strictly based upon production volumes sold to NRG.","CNX Coal Resources, LP",Chemicals,1000.0,3025.0,USA,2016
8338-1-2014,Elevator,UA-11,"Hitachi, Ltd.","Computer, IT & telecom",2270.0,9328.0,Japan,2014
8362-1-2016,Land Cruiser Prado. FJ Cruiser. Dyna trucks. Toyoace.IMV def unit.,"Vehicles for which production is contracted to Hino Motors and the finished products are sold by Toyota Motor Corporation: light-duty trucks, 4WD vehicles and SUV. Unit parts that are installed on Toyota pick-up trucks.","Hino Motors, Ltd.",Automobiles & components,2272.33,191687.0,Japan,2016
8517-1-2015,Invercote,"The supply of our SBB (solid bleached board) product, Invercote, produced in Iggesund's Swedish Mill, focusing on toes 3 to 7 of our published product specific carbon footprint.",Holmen,Construction & commercial materials,1000.0,211.0,Sweden,2015
8517-2-2015,Incada,"The supply of our FBB (folding box board) product, Incada, produced in Iggesund's Workington UK Mill, focusing on toes 3 to 7 of our published product specification carbon footprint",Holmen,Construction & commercial materials,1000.0,210.0,Sweden,2015
8663-1-2015,4Gb LPDDR2 SDRAM,"High-performance and low-power memory product, which is used as the main storage device of smartphones, notebook computers, etc.",SK Hynix,"Computer, IT & telecom",0.0084,0.634,South Korea,2015
8663-2-2015,64Gb NAND Flash MLC,High performance NAND Flash product used in the field of mobile phone which high-speed processing is required.,SK Hynix,"Computer, IT & telecom",0.0084,0.691,South Korea,2015
8663-3-2015,4Gb LPDDR3 SDRAM,"High-performance and low-power memory product, which is used as the main storage device of smartphones, notebook computers, etc.",SK Hynix,"Computer, IT & telecom",0.0084,0.735,South Korea,2015
904-1-2013,Organic coated coil for the Nature product range (which includes the products Granite® and Estetic®) having a mean surface mass of 4.7kg. The Nature range of innovative chromium-free organic coated steels for the construction industry,Organic coated coil for the Nature product range (which includes the products Granite® and Estetic®) having a mean surface mass of 4.7kg. The Nature range of innovative chromium-free organic coated steels for the construction industry is the result of 15 years of research in partnership with paint suppliers to develop safer and greener corrosion-inhibiting pigments.,Arcelor Mittal,Construction & commercial materials,4.7,7.3,Luxembourg,2013
904-2-2013,Retaining wall structure with a main wall (sheet pile): 136 tonnes of steel sheet piles and 4 tonnes of tierods per 100 meter wall,[same as product_name],Arcelor Mittal,Construction & commercial materials,140000.0,167000.0,Luxembourg,2013
9101-1-2015,Ingenico terminals,Point of sales (Wireless or Countertop),Ingenico,"Computer, IT & telecom",0.6,49.98,France,2015
9298-1-2014,Server CPU,Microprocessors made for servers,Intel Corporation,"Computer, IT & telecom",0.4082331,29.0,USA,2014
9298-2-2014,Desktop CPU,Microprocessors made for desktop PCs,Intel Corporation,"Computer, IT & telecom",0.4082331,14.0,USA,2014
9298-3-2014,Mobile CPU,Microprocessors made for laptop and mobile computing devices,Intel Corporation,"Computer, IT & telecom",0.4082331,7.0,USA,2014
9792-1-2017,Complete catalyst system for diesel-powered passenger car exhaust,3 different coated substrates (uncanned) for use together in an exhaust system of a typical mid-sized diesel-powered passenger car calibrated to meet EURO6 emissions standards.,Johnson Matthey,Chemicals,2.0,188.0,United Kingdom,2017
9792-2-2017,Three-way Catalyst for gasoline-powered passenger car exhaust,1 coated substrate (uncanned) for use in exhaust system of a typical mid-sized petrol-powered passenger car calibrated to meet EURO6 emissions standards..,Johnson Matthey,Chemicals,2.0,63.0,United Kingdom,2017
